id,flight_AD,flight_datetime,flight_AL_Synchron_code,flight_number,flight_ID,flight_AP,flight_AC_Synchron_code,flight_AC_PAX_capacity_total,flight_PAX,Aircraft_Stand,flight_terminal,empty_spaces,air_classes,count_date,type_mc,flight_datetime_start,flight_datetime_finish,C_vc,index
163,D,2019-05-17 06:50:00,SU,2416,I,MXP,320,140,41,2,3,99,Narrow_Body,4,away,2019-05-17 05:45:00,2019-05-17 06:50:00,1500,857
164,D,2019-05-17 06:55:00,SU,506,I,TLV,333,296,102,22,3,194,Wide_Body,4,jetbridge,2019-05-17 05:55:00,2019-05-17 06:55:00,1950,188
165,A,2019-05-17 06:55:00,SU,1937,I,KGF,32A,158,138,81,2,20,Narrow_Body,4,away,2019-05-17 06:55:00,2019-05-17 08:00:00,1550,673
166,A,2019-05-17 06:55:00,SU,1289,D,ULV,SU9,87,76,88,1,11,Regional,4,away,2019-05-17 06:55:00,2019-05-17 07:45:00,1250,414
167,D,2019-05-17 06:55:00,SU,6,D,LED,73H,158,140,88,1,18,Narrow_Body,4,away,2019-05-17 05:50:00,2019-05-17 06:55:00,1550,4
168,D,2019-05-17 07:00:00,N4,123,D,SIP,73H,189,139,12,3,50,Narrow_Body,5,jetbridge,2019-05-17 06:10:00,2019-05-17 07:00:00,1650,51
169,D,2019-05-17 07:00:00,EO,339,D,MQF,E90,110,45,13,3,65,Regional,5,jetbridge,2019-05-17 06:20:00,2019-05-17 07:00:00,1350,152
170,A,2019-05-17 07:00:00,SU,1647,D,NJC,32A,158,154,2,3,4,Narrow_Body,5,away,2019-05-17 07:00:00,2019-05-17 08:05:00,1500,601
171,A,2019-05-17 07:00:00,SU,1955,I,SCO,SU9,87,69,74,2,18,Regional,5,away,2019-05-17 07:00:00,2019-05-17 07:50:00,1250,681
172,D,2019-05-17 07:00:00,SU,1254,D,NBC,32A,158,132,205,1,26,Narrow_Body,5,away,2019-05-17 05:55:00,2019-05-17 07:00:00,1550,395
173,A,2019-05-17 07:05:00,SU,1867,I,EVN,32B,183,108,3,3,75,Narrow_Body,5,away,2019-05-17 07:05:00,2019-05-17 08:10:00,1500,656
174,A,2019-05-17 07:05:00,SU,1871,I,TAS,333,296,280,7,3,16,Wide_Body,5,away,2019-05-17 07:05:00,2019-05-17 08:25:00,2000,660
175,D,2019-05-17 07:05:00,SU,2580,I,LHR,321,170,90,3,3,80,Narrow_Body,5,away,2019-05-17 06:00:00,2019-05-17 07:05:00,1500,916
176,D,2019-05-17 07:05:00,SU,2032,I,BUD,32A,158,102,7,2,56,Narrow_Body,5,away,2019-05-17 06:00:00,2019-05-17 07:05:00,1600,710
177,D,2019-05-17 07:05:00,EO,337,D,CSY,E90,110,77,82,3,33,Regional,5,away,2019-05-17 06:15:00,2019-05-17 07:05:00,1300,150
178,D,2019-05-17 07:10:00,EO,227,D,VOG,E90,110,48,14,3,62,Regional,5,jetbridge,2019-05-17 06:30:00,2019-05-17 07:10:00,1350,114
179,D,2019-05-17 07:10:00,OK,899,I,PRG,73H,189,118,42,2,71,Narrow_Body,5,away,2019-05-17 06:05:00,2019-05-17 07:10:00,1700,244
180,A,2019-05-17 07:10:00,SU,1481,D,KJA,32A,158,151,86,1,7,Narrow_Body,5,away,2019-05-17 07:10:00,2019-05-17 08:15:00,1550,539
181,D,2019-05-17 07:10:00,SU,150,I,HAV,332,229,100,24,3,129,Wide_Body,5,jetbridge,2019-05-17 06:10:00,2019-05-17 07:10:00,1950,58
182,A,2019-05-17 07:10:00,SU,1895,I,OSS,73H,158,100,1,3,58,Narrow_Body,5,away,2019-05-17 07:10:00,2019-05-17 08:15:00,1500,671
183,D,2019-05-17 07:15:00,N4,177,D,LED,73H,189,176,15,3,13,Narrow_Body,6,jetbridge,2019-05-17 06:25:00,2019-05-17 07:15:00,1750,74
184,A,2019-05-17 07:15:00,SU,1853,I,GYD,32B,183,154,3,5,29,Narrow_Body,6,away,2019-05-17 07:15:00,2019-05-17 08:20:00,1550,644
185,D,2019-05-17 07:15:00,SU,2684,I,SXF,73H,158,105,3,3,53,Narrow_Body,6,away,2019-05-17 06:10:00,2019-05-17 07:15:00,1500,955
186,D,2019-05-17 07:15:00,SU,1320,D,MMK,32A,158,78,196,1,80,Narrow_Body,6,away,2019-05-17 06:10:00,2019-05-17 07:15:00,1550,433
187,A,2019-05-17 07:15:00,SU,1451,D,KEJ,321,170,145,3,3,25,Narrow_Body,6,away,2019-05-17 07:15:00,2019-05-17 08:20:00,1500,525
188,A,2019-05-17 07:15:00,FV,6172,D,REN,73H,189,159,4,3,30,Narrow_Body,6,away,2019-05-17 07:15:00,2019-05-17 08:20:00,1500,971
189,D,2019-05-17 07:20:00,SU,1200,D,PEE,32A,158,111,197,1,47,Narrow_Body,5,away,2019-05-17 06:15:00,2019-05-17 07:20:00,1550,357
190,D,2019-05-17 07:20:00,SU,2638,I,BCN,32B,183,134,23,3,49,Narrow_Body,5,jetbridge,2019-05-17 06:30:00,2019-05-17 07:20:00,1650,943
191,A,2019-05-17 07:20:00,SU,1961,I,KZO,320,140,79,76,2,61,Narrow_Body,5,away,2019-05-17 07:20:00,2019-05-17 08:25:00,1550,687
192,A,2019-05-17 07:20:00,SU,1217,D,KUF,73H,158,102,87,1,56,Narrow_Body,5,away,2019-05-17 07:20:00,2019-05-17 08:25:00,1550,372
193,A,2019-05-17 07:20:00,SU,33,D,LED,32A,158,126,88,1,32,Narrow_Body,5,away,2019-05-17 07:20:00,2019-05-17 08:25:00,1550,29
194,A,2019-05-17 07:25:00,SU,1959,I,GUW,321,170,145,75,2,25,Narrow_Body,4,away,2019-05-17 07:25:00,2019-05-17 08:30:00,1550,685
195,A,2019-05-17 07:25:00,SU,401,I,CAI,32B,183,103,5,3,80,Narrow_Body,4,away,2019-05-17 07:25:00,2019-05-17 08:30:00,1500,166
196,D,2019-05-17 07:25:00,SU,2574,I,LHR,320,140,53,5,3,87,Narrow_Body,4,away,2019-05-17 06:20:00,2019-05-17 07:25:00,1500,913
197,D,2019-05-17 07:25:00,SU,1644,D,SIP,32A,158,157,198,1,1,Narrow_Body,4,away,2019-05-17 06:20:00,2019-05-17 07:25:00,1550,598
198,D,2019-05-17 07:30:00,SU,1642,D,ASF,SU9,87,76,199,1,11,Regional,6,away,2019-05-17 06:40:00,2019-05-17 07:30:00,1250,596
199,A,2019-05-17 07:30:00,SU,1353,D,VOZ,SU9,87,67,89,1,20,Regional,6,away,2019-05-17 07:30:00,2019-05-17 08:20:00,1250,451
200,D,2019-05-17 07:30:00,SU,1158,D,ROV,73H,158,138,89,1,20,Narrow_Body,6,away,2019-05-17 06:25:00,2019-05-17 07:30:00,1550,329
201,D,2019-05-17 07:30:00,SU,2010,I,PRG,73H,158,91,43,5,67,Narrow_Body,6,away,2019-05-17 06:25:00,2019-05-17 07:30:00,1650,696
202,A,2019-05-17 07:30:00,SU,1407,D,SVX,32A,158,131,89,1,27,Narrow_Body,6,away,2019-05-17 07:30:00,2019-05-17 08:35:00,1550,491
203,D,2019-05-17 07:30:00,SU,1444,D,IKT,73H,158,84,89,1,74,Narrow_Body,6,away,2019-05-17 06:25:00,2019-05-17 07:30:00,1550,522
204,A,2019-05-17 07:35:00,SU,1431,D,BAX,73H,158,155,5,3,3,Narrow_Body,5,away,2019-05-17 07:35:00,2019-05-17 08:40:00,1500,511
205,D,2019-05-17 07:35:00,SU,2450,I,CDG,32B,183,130,5,3,53,Narrow_Body,5,away,2019-05-17 06:30:00,2019-05-17 07:35:00,1500,869
206,A,2019-05-17 07:35:00,SU,1947,I,ALA,32B,183,180,77,2,3,Narrow_Body,5,away,2019-05-17 07:35:00,2019-05-17 08:40:00,1750,677
207,D,2019-05-17 07:35:00,SU,2482,I,VRN,320,140,78,77,3,62,Narrow_Body,5,away,2019-05-17 06:30:00,2019-05-17 07:35:00,1600,890
208,D,2019-05-17 07:35:00,SU,2536,I,DUS,32B,183,109,83,3,74,Narrow_Body,5,away,2019-05-17 06:30:00,2019-05-17 07:35:00,1600,906
209,A,2019-05-17 07:40:00,SU,105,I,IAD,333,296,254,5,3,42,Wide_Body,6,away,2019-05-17 07:40:00,2019-05-17 09:00:00,2000,46
210,D,2019-05-17 07:40:00,SU,1486,D,KJA,73H,158,93,200,1,65,Narrow_Body,6,away,2019-05-17 06:35:00,2019-05-17 07:40:00,1550,542
211,D,2019-05-17 07:40:00,SU,1296,D,IJK,SU9,87,82,195,1,5,Regional,6,away,2019-05-17 06:50:00,2019-05-17 07:40:00,1250,419
212,A,2019-05-17 07:40:00,SU,1835,I,MSQ,SU9,87,76,77,2,11,Regional,6,away,2019-05-17 07:40:00,2019-05-17 08:30:00,1250,634
213,A,2019-05-17 07:40:00,SU,1883,I,FRU,32B,183,170,6,3,13,Narrow_Body,6,away,2019-05-17 07:40:00,2019-05-17 08:45:00,1600,665
214,D,2019-05-17 07:40:00,SU,1880,I,FRU,32B,183,137,5,3,46,Narrow_Body,6,away,2019-05-17 06:35:00,2019-05-17 07:40:00,1500,662
215,A,2019-05-17 07:45:00,SU,235,I,DEL,333,302,289,5,3,13,Wide_Body,7,away,2019-05-17 07:45:00,2019-05-17 09:05:00,2000,122
216,A,2019-05-17 07:45:00,SU,1165,D,ROV,SU9,87,68,89,1,19,Regional,7,away,2019-05-17 07:45:00,2019-05-17 08:35:00,1250,334
217,D,2019-05-17 07:45:00,SU,1138,D,AER,73H,158,132,89,1,26,Narrow_Body,7,away,2019-05-17 06:40:00,2019-05-17 07:45:00,1550,311
218,A,2019-05-17 07:45:00,SU,1467,D,SKX,SU9,87,48,89,1,39,Regional,7,away,2019-05-17 07:45:00,2019-05-17 08:35:00,1250,533
219,D,2019-05-17 07:45:00,SU,2006,I,WAW,320,140,85,5,3,55,Narrow_Body,7,away,2019-05-17 06:40:00,2019-05-17 07:45:00,1500,694
220,D,2019-05-17 07:45:00,SU,1304,D,MRV,32A,158,97,89,1,61,Narrow_Body,7,away,2019-05-17 06:40:00,2019-05-17 07:45:00,1550,425
221,D,2019-05-17 07:45:00,SU,1940,I,ALA,32B,183,103,84,2,80,Narrow_Body,7,away,2019-05-17 06:40:00,2019-05-17 07:45:00,1550,674
222,D,2019-05-17 07:50:00,SU,2424,I,BLQ,320,140,78,8,5,62,Narrow_Body,5,away,2019-05-17 06:45:00,2019-05-17 07:50:00,1550,863
223,D,2019-05-17 07:50:00,SU,1042,D,OGZ,32A,158,73,201,1,85,Narrow_Body,5,away,2019-05-17 06:45:00,2019-05-17 07:50:00,1550,271
224,D,2019-05-17 07:50:00,SU,2130,I,IST,73H,158,96,9,2,62,Narrow_Body,5,away,2019-05-17 06:45:00,2019-05-17 07:50:00,1600,750
225,A,2019-05-17 07:50:00,SU,1185,D,VOG,73H,158,96,89,1,62,Narrow_Body,5,away,2019-05-17 07:50:00,2019-05-17 08:55:00,1550,342
226,A,2019-05-17 07:50:00,N4,478,I,EVN,73H,189,188,74,2,1,Narrow_Body,5,away,2019-05-17 07:50:00,2019-05-17 08:55:00,1750,181
227,D,2019-05-17 07:55:00,SU,2306,I,FRA,32B,183,85,10,3,98,Narrow_Body,2,away,2019-05-17 06:50:00,2019-05-17 07:55:00,1500,795
228,A,2019-05-17 07:55:00,KC,871,I,ALA,32Q,179,130,5,5,49,Narrow_Body,2,away,2019-05-17 07:55:00,2019-05-17 09:00:00,1550,235
229,A,2019-05-17 08:00:00,SU,1533,D,CEK,32A,158,119,90,1,39,Narrow_Body,4,away,2019-05-17 08:00:00,2019-05-17 09:05:00,1550,569
230,A,2019-05-17 08:00:00,D2,151,D,CEE,SU9,100,34,7,3,66,Regional,4,away,2019-05-17 08:00:00,2019-05-17 08:50:00,1200,59
231,A,2019-05-17 08:00:00,SU,1395,D,PEE,32A,158,132,190,1,26,Narrow_Body,4,away,2019-05-17 08:00:00,2019-05-17 09:05:00,1550,481
232,D,2019-05-17 08:00:00,SU,2480,I,NAP,320,140,68,7,3,72,Narrow_Body,4,away,2019-05-17 06:55:00,2019-05-17 08:00:00,1500,888
233,A,2019-05-17 08:05:00,SU,1957,I,TSE,32B,183,170,78,2,13,Narrow_Body,6,away,2019-05-17 08:05:00,2019-05-17 09:10:00,1750,683
234,D,2019-05-17 08:05:00,SU,1052,D,MCX,32A,158,93,202,1,65,Narrow_Body,6,away,2019-05-17 07:00:00,2019-05-17 08:05:00,1550,275
235,D,2019-05-17 08:05:00,SU,1498,D,GRV,32A,158,83,203,1,75,Narrow_Body,6,away,2019-05-17 07:00:00,2019-05-17 08:05:00,1550,548
236,A,2019-05-17 08:05:00,SU,1383,D,HMA,32A,158,144,191,1,14,Narrow_Body,6,away,2019-05-17 08:05:00,2019-05-17 09:10:00,1550,473
237,D,2019-05-17 08:05:00,SU,2110,I,ATH,32B,183,122,78,2,61,Narrow_Body,6,away,2019-05-17 07:00:00,2019-05-17 08:05:00,1550,741
238,D,2019-05-17 08:05:00,FV,6137,D,KRR,73H,189,149,11,3,40,Narrow_Body,6,away,2019-05-17 07:00:00,2019-05-17 08:05:00,1500,962
239,D,2019-05-17 08:10:00,SU,1332,D,ARH,SU9,87,70,196,1,17,Regional,4,away,2019-05-17 07:20:00,2019-05-17 08:10:00,1250,440
240,D,2019-05-17 08:10:00,SU,1210,D,KUF,32A,158,94,204,1,64,Narrow_Body,4,away,2019-05-17 07:05:00,2019-05-17 08:10:00,1550,365
241,A,2019-05-17 08:10:00,FV,6164,D,KGD,73H,189,76,2,3,113,Narrow_Body,4,away,2019-05-17 08:10:00,2019-05-17 09:15:00,1500,967
242,D,2019-05-17 08:10:00,SU,1152,D,GDZ,32A,158,157,205,1,1,Narrow_Body,4,away,2019-05-17 07:05:00,2019-05-17 08:10:00,1550,323
243,D,2019-05-17 08:15:00,SU,1546,D,AAQ,32A,158,127,206,1,31,Narrow_Body,5,away,2019-05-17 07:10:00,2019-05-17 08:15:00,1550,572
244,D,2019-05-17 08:15:00,SU,2168,I,BRU,73H,158,100,82,5,58,Narrow_Body,5,away,2019-05-17 07:10:00,2019-05-17 08:15:00,1600,772
245,D,2019-05-17 08:15:00,SU,520,I,DWC,73H,158,99,42,5,59,Narrow_Body,5,away,2019-05-17 07:10:00,2019-05-17 08:15:00,1650,195
246,A,2019-05-17 08:15:00,SU,1235,D,UFA,32A,158,155,86,1,3,Narrow_Body,5,away,2019-05-17 08:15:00,2019-05-17 09:20:00,1550,388
247,D,2019-05-17 08:15:00,SU,2060,I,SOF,32A,158,77,44,2,81,Narrow_Body,5,away,2019-05-17 07:10:00,2019-05-17 08:15:00,1700,720
248,D,2019-05-17 08:20:00,SU,1268,D,KZN,32A,158,143,207,1,15,Narrow_Body,3,away,2019-05-17 07:15:00,2019-05-17 08:20:00,1550,401
249,D,2019-05-17 08:20:00,SU,10,D,LED,32A,158,152,208,1,6,Narrow_Body,3,away,2019-05-17 07:15:00,2019-05-17 08:20:00,1550,6
250,A,2019-05-17 08:20:00,SU,1509,D,TJM,SU9,87,82,192,1,5,Regional,3,away,2019-05-17 08:20:00,2019-05-17 09:10:00,1250,557
251,A,2019-05-17 08:25:00,SU,1275,D,KRR,73H,158,124,87,1,34,Narrow_Body,6,away,2019-05-17 08:25:00,2019-05-17 09:30:00,1550,406
252,A,2019-05-17 08:25:00,SU,1459,D,NOZ,73H,158,114,1,3,44,Narrow_Body,6,away,2019-05-17 08:25:00,2019-05-17 09:30:00,1500,527
253,D,2019-05-17 08:25:00,SU,2410,I,MXP,320,140,69,1,3,71,Narrow_Body,6,away,2019-05-17 07:20:00,2019-05-17 08:25:00,1500,851
254,D,2019-05-17 08:25:00,SU,1500,D,TJM,32A,158,113,87,1,45,Narrow_Body,6,away,2019-05-17 07:20:00,2019-05-17 08:25:00,1550,550
255,D,2019-05-17 08:25:00,FV,6175,D,SIP,73H,189,117,12,3,72,Narrow_Body,6,jetbridge,2019-05-17 07:35:00,2019-05-17 08:25:00,1650,974
256,A,2019-05-17 08:25:00,SU,1145,D,AAQ,73H,158,58,87,1,100,Narrow_Body,6,away,2019-05-17 08:25:00,2019-05-17 09:30:00,1550,319
257,D,2019-05-17 08:30:00,SU,2202,I,HEL,SU9,87,67,79,3,20,Regional,4,away,2019-05-17 07:40:00,2019-05-17 08:30:00,1300,783
258,A,2019-05-17 08:30:00,SU,47,D,LED,73H,158,137,88,1,21,Narrow_Body,4,away,2019-05-17 08:30:00,2019-05-17 09:35:00,1550,41
259,D,2019-05-17 08:30:00,SU,1400,D,SVX,32A,158,104,88,1,54,Narrow_Body,4,away,2019-05-17 07:25:00,2019-05-17 08:30:00,1550,484
260,D,2019-05-17 08:30:00,SU,2104,I,VNO,321,170,105,45,5,65,Narrow_Body,4,away,2019-05-17 07:25:00,2019-05-17 08:30:00,1650,736
261,D,2019-05-17 08:35:00,SU,2402,I,FCO,320,140,86,19,3,54,Narrow_Body,4,jetbridge,2019-05-17 07:45:00,2019-05-17 08:35:00,1650,844
262,D,2019-05-17 08:35:00,SU,2602,I,MAD,32B,183,86,20,3,97,Narrow_Body,4,jetbridge,2019-05-17 07:45:00,2019-05-17 08:35:00,1650,927
263,D,2019-05-17 08:35:00,SU,1830,I,MSQ,320,140,121,21,3,19,Narrow_Body,4,jetbridge,2019-05-17 07:45:00,2019-05-17 08:35:00,1650,629
264,A,2019-05-17 08:35:00,SU,1639,D,OMS,32A,158,126,1,3,32,Narrow_Body,4,away,2019-05-17 08:35:00,2019-05-17 09:40:00,1500,593
265,D,2019-05-17 08:40:00,N4,183,D,MRV,73H,189,91,83,3,98,Narrow_Body,4,away,2019-05-17 07:35:00,2019-05-17 08:40:00,1600,78
266,D,2019-05-17 08:40:00,SU,1390,D,SCW,SU9,87,82,193,1,5,Regional,4,away,2019-05-17 07:50:00,2019-05-17 08:40:00,1250,476
267,D,2019-05-17 08:40:00,FV,6161,D,KGD,73H,189,113,13,3,76,Narrow_Body,4,jetbridge,2019-05-17 07:50:00,2019-05-17 08:40:00,1650,964
268,A,2019-05-17 08:40:00,SU,1173,D,ASF,32A,158,133,88,1,25,Narrow_Body,4,away,2019-05-17 08:40:00,2019-05-17 09:45:00,1550,336
269,D,2019-05-17 08:45:00,SU,2374,I,LYS,320,140,68,80,3,72,Narrow_Body,4,away,2019-05-17 07:40:00,2019-05-17 08:45:00,1600,829
270,D,2019-05-17 08:45:00,AF,1145,I,CDG,32A,174,140,43,5,34,Narrow_Body,4,away,2019-05-17 07:40:00,2019-05-17 08:45:00,1650,320
271,D,2019-05-17 08:45:00,EO,229,D,AER,73H,189,151,14,3,38,Narrow_Body,4,jetbridge,2019-05-17 07:55:00,2019-05-17 08:45:00,1650,116
272,D,2019-05-17 08:45:00,SU,2106,I,TLL,73H,158,144,68,5,14,Narrow_Body,4,away,2019-05-17 07:40:00,2019-05-17 08:45:00,1750,737
273,A,2019-05-17 08:50:00,EO,190,D,NBC,E90,110,108,3,3,2,Regional,2,away,2019-05-17 08:50:00,2019-05-17 09:40:00,1200,85
274,D,2019-05-17 08:50:00,SU,502,I,TLV,77W,402,243,3,3,159,Wide_Body,2,away,2019-05-17 07:30:00,2019-05-17 08:50:00,2000,184
275,A,2019-05-17 08:55:00,SU,1531,D,TOF,73H,158,148,3,3,10,Narrow_Body,6,away,2019-05-17 08:55:00,2019-05-17 10:00:00,1500,567
276,D,2019-05-17 08:55:00,SU,2380,I,GVA,321,170,81,84,2,89,Narrow_Body,6,away,2019-05-17 07:50:00,2019-05-17 08:55:00,1550,833
277,A,2019-05-17 08:55:00,SU,1875,I,SKD,32B,183,158,4,3,25,Narrow_Body,6,away,2019-05-17 08:55:00,2019-05-17 10:00:00,1500,661
278,A,2019-05-17 08:55:00,SU,203,I,PEK,333,296,168,7,3,128,Wide_Body,6,away,2019-05-17 08:55:00,2019-05-17 10:15:00,1900,97
279,D,2019-05-17 08:55:00,N4,417,I,KQT,73H,189,102,3,2,87,Narrow_Body,6,away,2019-05-17 07:50:00,2019-05-17 08:55:00,1600,167
280,D,2019-05-17 08:55:00,SU,1350,D,VOZ,SU9,87,82,194,1,5,Regional,6,away,2019-05-17 08:05:00,2019-05-17 08:55:00,1250,448
281,D,2019-05-17 09:00:00,SU,1162,D,ROV,32A,158,149,195,1,9,Narrow_Body,5,away,2019-05-17 07:55:00,2019-05-17 09:00:00,1550,331
282,D,2019-05-17 09:00:00,SU,1366,D,STW,SU9,87,80,196,1,7,Regional,5,away,2019-05-17 08:10:00,2019-05-17 09:00:00,1250,462
283,A,2019-05-17 09:00:00,BT,424,I,RIX,CS3,145,76,3,5,69,Narrow_Body,5,away,2019-05-17 09:00:00,2019-05-17 10:05:00,1550,171
284,D,2019-05-17 09:00:00,SU,2502,I,VLC,73H,158,88,3,2,70,Narrow_Body,5,away,2019-05-17 07:55:00,2019-05-17 09:00:00,1600,896
285,A,2019-05-17 09:00:00,SU,151,I,HAV,332,229,191,3,3,38,Wide_Body,5,away,2019-05-17 09:00:00,2019-05-17 10:20:00,1900,60
286,D,2019-05-17 09:05:00,SU,2184,I,VIE,32B,183,161,8,5,22,Narrow_Body,3,away,2019-05-17 08:00:00,2019-05-17 09:05:00,1750,777
287,D,2019-05-17 09:05:00,SU,1134,D,AER,73H,158,139,197,1,19,Narrow_Body,3,away,2019-05-17 08:00:00,2019-05-17 09:05:00,1550,309
288,D,2019-05-17 09:05:00,D2,152,D,CEE,SU9,100,40,9,3,60,Regional,3,away,2019-05-17 08:15:00,2019-05-17 09:05:00,1200,61
289,D,2019-05-17 09:10:00,SU,1460,D,OVB,73H,158,112,198,1,46,Narrow_Body,3,away,2019-05-17 08:05:00,2019-05-17 09:10:00,1550,528
290,D,2019-05-17 09:10:00,KC,872,I,ALA,32Q,179,83,10,5,96,Narrow_Body,3,away,2019-05-17 08:05:00,2019-05-17 09:10:00,1550,236
291,D,2019-05-17 09:10:00,SU,2550,I,AMS,333,302,208,70,2,94,Wide_Body,3,away,2019-05-17 07:50:00,2019-05-17 09:10:00,2200,911
292,D,2019-05-17 09:15:00,SU,1620,D,SIP,32A,158,127,199,1,31,Narrow_Body,6,away,2019-05-17 08:10:00,2019-05-17 09:15:00,1550,580
293,A,2019-05-17 09:15:00,AY,711,I,HEL,E90,100,33,2,3,67,Regional,6,away,2019-05-17 09:15:00,2019-05-17 10:05:00,1200,227
294,D,2019-05-17 09:15:00,SU,1190,D,KZN,32A,158,150,200,1,8,Narrow_Body,6,away,2019-05-17 08:10:00,2019-05-17 09:15:00,1550,347
295,D,2019-05-17 09:15:00,SU,2596,I,VCE,32B,183,112,2,5,71,Narrow_Body,6,away,2019-05-17 08:10:00,2019-05-17 09:15:00,1550,925
296,D,2019-05-17 09:15:00,SU,2682,I,RIX,320,140,121,11,3,19,Narrow_Body,6,away,2019-05-17 08:10:00,2019-05-17 09:15:00,1500,953
297,A,2019-05-17 09:15:00,SU,1437,D,SVX,73H,158,140,89,1,18,Narrow_Body,6,away,2019-05-17 09:15:00,2019-05-17 10:20:00,1550,515
298,D,2019-05-17 09:20:00,SU,1962,I,TSE,32B,183,117,78,2,66,Narrow_Body,5,away,2019-05-17 08:15:00,2019-05-17 09:20:00,1550,688
299,D,2019-05-17 09:20:00,SU,2034,I,OTP,320,140,69,81,5,71,Narrow_Body,5,away,2019-05-17 08:15:00,2019-05-17 09:20:00,1600,712
300,D,2019-05-17 09:20:00,SU,2312,I,SXF,32A,158,98,82,3,60,Narrow_Body,5,away,2019-05-17 08:15:00,2019-05-17 09:20:00,1600,797
301,A,2019-05-17 09:20:00,SU,1141,D,AER,32A,158,133,86,1,25,Narrow_Body,5,away,2019-05-17 09:20:00,2019-05-17 10:25:00,1550,314
302,D,2019-05-17 09:20:00,SU,100,I,JFK,77W,402,324,23,3,78,Wide_Body,5,jetbridge,2019-05-17 08:20:00,2019-05-17 09:20:00,2250,42
303,D,2019-05-17 09:25:00,SU,2322,I,MUC,321,170,114,19,3,56,Narrow_Body,2,jetbridge,2019-05-17 08:35:00,2019-05-17 09:25:00,1650,807
304,D,2019-05-17 09:25:00,FV,6187,D,MRV,73H,189,87,12,3,102,Narrow_Body,2,jetbridge,2019-05-17 08:35:00,2019-05-17 09:25:00,1650,980
305,D,2019-05-17 09:30:00,SU,1230,D,UFA,SU9,87,80,193,1,7,Regional,4,away,2019-05-17 08:40:00,2019-05-17 09:30:00,1250,383
306,A,2019-05-17 09:30:00,SU,1513,D,SGC,32A,158,127,87,1,31,Narrow_Body,4,away,2019-05-17 09:30:00,2019-05-17 10:35:00,1550,561
307,D,2019-05-17 09:30:00,SU,1100,D,KRR,SU9,87,81,87,1,6,Regional,4,away,2019-05-17 08:40:00,2019-05-17 09:30:00,1250,283
308,D,2019-05-17 09:30:00,SU,206,I,PVG,77W,402,235,72,2,167,Wide_Body,4,away,2019-05-17 08:10:00,2019-05-17 09:30:00,2200,101
309,D,2019-05-17 09:35:00,SU,2648,I,BCN,32B,183,138,75,3,45,Narrow_Body,6,away,2019-05-17 08:30:00,2019-05-17 09:35:00,1600,945
310,A,2019-05-17 09:35:00,N4,542,D,OMS,73H,189,152,2,3,37,Narrow_Body,6,away,2019-05-17 09:35:00,2019-05-17 10:40:00,1500,206
311,D,2019-05-17 09:35:00,N4,1805,I,AYT,772,440,438,46,2,2,Wide_Body,6,jetbridge,2019-05-17 08:35:00,2019-05-17 09:35:00,2650,627
312,A,2019-05-17 09:35:00,SU,1301,D,MRV,SU9,87,71,87,1,16,Regional,6,away,2019-05-17 09:35:00,2019-05-17 10:25:00,1250,422
313,A,2019-05-17 09:35:00,SU,3,D,LED,SU9,87,73,90,1,14,Regional,6,away,2019-05-17 09:35:00,2019-05-17 10:25:00,1250,3
314,D,2019-05-17 09:35:00,SU,2142,I,AYT,32B,183,147,76,2,36,Narrow_Body,6,away,2019-05-17 08:30:00,2019-05-17 09:35:00,1550,760
315,D,2019-05-17 09:40:00,SU,1208,D,KUF,32A,158,158,201,1,0,Narrow_Body,4,away,2019-05-17 08:35:00,2019-05-17 09:40:00,1550,363
316,D,2019-05-17 09:40:00,SU,2610,I,LJU,320,140,83,77,3,57,Narrow_Body,4,away,2019-05-17 08:35:00,2019-05-17 09:40:00,1600,933
317,D,2019-05-17 09:40:00,SU,12,D,LED,73H,158,146,202,1,12,Narrow_Body,4,away,2019-05-17 08:35:00,2019-05-17 09:40:00,1550,8
318,A,2019-05-17 09:40:00,SU,1865,I,EVN,321,170,102,1,3,68,Narrow_Body,4,away,2019-05-17 09:40:00,2019-05-17 10:45:00,1500,654
319,D,2019-05-17 09:45:00,SU,1360,D,RTW,SU9,87,54,194,1,33,Regional,5,away,2019-05-17 08:55:00,2019-05-17 09:45:00,1250,456
320,D,2019-05-17 09:45:00,SU,1220,D,GOJ,SU9,87,70,203,1,17,Regional,5,away,2019-05-17 08:55:00,2019-05-17 09:45:00,1250,375
321,D,2019-05-17 09:45:00,SU,1860,I,EVN,32B,183,146,79,3,37,Narrow_Body,5,away,2019-05-17 08:40:00,2019-05-17 09:45:00,1600,649
322,D,2019-05-17 09:45:00,BT,425,I,RIX,CS3,145,108,83,5,37,Narrow_Body,5,away,2019-05-17 08:40:00,2019-05-17 09:45:00,1600,172
323,A,2019-05-17 09:45:00,SU,1189,D,VOG,73H,158,146,88,1,12,Narrow_Body,5,away,2019-05-17 09:45:00,2019-05-17 10:50:00,1550,346
324,A,2019-05-17 09:50:00,B2,975,I,MSQ,733,148,110,74,2,38,Narrow_Body,3,away,2019-05-17 09:50:00,2019-05-17 10:55:00,1550,253
325,D,2019-05-17 09:50:00,SU,2578,I,LHR,333,296,152,74,3,144,Wide_Body,3,away,2019-05-17 08:30:00,2019-05-17 09:50:00,1900,914
326,D,2019-05-17 09:50:00,SU,2390,I,ZRH,32B,183,103,80,2,80,Narrow_Body,3,away,2019-05-17 08:45:00,2019-05-17 09:50:00,1550,839
